monument,distance_km,trip_days,travelers,hotel_type,transport_mode,season,total_budget
Sher Shah's Tomb,276,9,4,Standard,Train,Winter,42796
Keshava Temple,1468,2,7,Budget,Bus,Winter,13547
Excavated Remains at Nalanda,637,5,4,Standard,Train,Summer,22212
"Natural Caven with inscription eladipattam, Sittannavasal",90,3,7,Standard,Train,Monsoon,13425
"Bekal Fort, Pallikkare, Distt. Kasargod",945,6,1,Budget,Car,Winter,17927
"Cave Temple & Inscriptions, Bhaja",980,1,4,Budget,Train,Winter,6814
Bir Singh Palace Datia,2008,6,1,Budget,Car,Monsoon,17232
"Asokan Rock Edict, Jungadh",491,9,7,Standard,Car,Monsoon,41333
"Group of Monuments, Hampi",998,4,6,Budget,Car,Summer,21886
The Hill Containing Many Valuable Sculptures and Images Ratnagiri,2307,3,1,Standard,Car,Monsoon,18613
"Cave Temple & Inscriptions, Bhaja",1427,8,6,Standard,Train,Summer,43598
"Fort Museum, Thirumayam",1732,4,1,Budget,Train,Winter,12997
Pandulena Caves,1499,3,1,Budget,Car,Winter,16848
"Rudabai Step Well, Adalaj",1709,7,1,Luxury,Car,Winter,63003
Palace of Tipu Sultan,335,9,1,Budget,Train,Monsoon,10714
Ruins of Buddhist Temples and Images lalitgiri,2319,9,4,Luxury,Train,Summer,73982
Safdarjung Tomb,1671,9,7,Luxury,Car,Summer,88663
Ahom Raja's Palace,1743,3,3,Standard,Train,Summer,17431
"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",1377,4,5,Luxury,Bus,Summer,34383
"Palace Complex at Ramnagar, Distt. Udhampur",1397,3,1,Standard,Bus,Summer,10665
Rajarani Temple,2271,9,3,Standard,Bus,Winter,42965
Tomb of Lal Khan,1623,4,1,Budget,Car,Monsoon,13832
Raigad Fort,821,6,4,Budget,Car,Winter,26028
"Cave Temple & Inscriptions, Bhaja",1434,1,7,Standard,Train,Winter,12910
Palace of Tipu Sultan,829,6,2,Luxury,Car,Winter,52568
"Kolaba Fort, Alibag",1694,1,3,Standard,Car,Summer,15905
"Temples & Sculpture Shed, lakkumdi",1762,6,1,Standard,Bus,Winter,23850
Gwalior Fort,453,1,2,Luxury,Bus,Summer,8674
Fortress and Temple Chitrudurga Fort,1436,6,6,Budget,Bus,Summer,24425
Roopmati's Pavilion,905,5,3,Luxury,Car,Monsoon,33121
Hoshang Shah's Tomb,446,3,3,Budget,Car,Winter,12248
Taj Mahal,68,8,5,Budget,Bus,Summer,25382
"Badal Mahal Gatwway, Chanderi",2200,5,1,Luxury,Train,Monsoon,31203
Aurangabad Caves,1731,2,4,Standard,Bus,Monsoon,9284
Daulatabad Fort,1824,8,4,Budget,Bus,Winter,30870
Chandragiri Monument,2138,7,2,Luxury,Bus,Summer,48894
Durga temple complex Aihole,1916,2,3,Standard,Bus,Summer,12159
"Gingee Fort , Gingee",820,4,6,Luxury,Bus,Winter,41630
Excavated Remains at Nalanda,1985,8,2,Budget,Bus,Winter,21458
Bishnupur Temples,2048,5,5,Standard,Bus,Monsoon,21178
"Bekal Fort, Pallikkare, Distt. Kasargod",1481,9,6,Budget,Train,Monsoon,30869
"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",424,9,5,Standard,Train,Winter,49054
Hauzkhas,1939,3,3,Luxury,Bus,Monsoon,19522
Tughluqabad,2091,9,6,Budget,Car,Winter,53578
Ram Bagh,1641,1,1,Luxury,Car,Summer,17325
Kumbhalgarh Fort,2492,1,1,Standard,Bus,Winter,10700
Bishnudol,1513,6,1,Luxury,Bus,Summer,39755
"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",1449,8,3,Luxury,Car,Summer,65248
Qutub Minar,1307,3,2,Standard,Car,Summer,18106
"Fort on Rock, Dindigual",2219,5,2,Budget,Car,Monsoon,19097
"Old Fort (Shahi Fort), Jaunpur",2093,9,1,Budget,Bus,Monsoon,13187
Kumbhalgarh Fort,1573,1,5,Standard,Bus,Summer,8702
"Western Group of Temples, Khajuraho",1982,2,5,Standard,Bus,Monsoon,10379
Excavated Remains at Nalanda,1627,2,5,Luxury,Train,Summer,20439
Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,1053,5,4,Luxury,Car,Monsoon,36064
Raigad Fort,2032,8,5,Luxury,Bus,Monsoon,54192
"Group of Temples at kiramchi, District Udhampur",1045,3,5,Budget,Car,Winter,18564
Observatory of Man Singh,214,7,5,Budget,Bus,Summer,21523
Upper Fort Aguada,2096,5,2,Luxury,Train,Summer,39728
Amaravati mahastupa,2343,5,6,Luxury,Car,Summer,56469
Excavated Remains at sarnath,2010,6,1,Luxury,Car,Winter,58515
Hauzkhas,1821,4,6,Luxury,Car,Winter,53324
Khan-I-Khana,1660,1,6,Luxury,Car,Monsoon,15608
Daulatabad Fort,653,3,7,Luxury,Car,Monsoon,24220
"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",1913,4,5,Budget,Bus,Summer,16594
Kondiote Caves,889,3,7,Standard,Car,Monsoon,17866
"Gupta Temple & Varah Temple, Deogarh",992,7,2,Standard,Bus,Winter,28131
"Asokan Rock Edict, Jungadh",1883,5,4,Standard,Bus,Monsoon,19554
"Fort on Rock, Dindigual",106,3,3,Standard,Train,Summer,11750
"Sun temple, Modhera",591,7,3,Budget,Bus,Summer,16030
Chandragiri Monument,1622,8,5,Budget,Car,Summer,36374
"Fort Museum, Thirumayam",2291,8,7,Budget,Train,Winter,47761
Ancient Palace Leh,463,6,3,Luxury,Car,Winter,51548
"Natural Caven with inscription eladipattam, Sittannavasal",2142,3,3,Standard,Train,Summer,17332
Deeg Bhawan,2419,2,2,Budget,Car,Monsoon,15719
"Natural Caven with inscription eladipattam, Sittannavasal",2392,3,7,Standard,Train,Monsoon,19738
Upper Fort Aguada,1638,7,1,Budget,Bus,Winter,15004
"Gupta Temple & Varah Temple, Deogarh",1606,3,5,Luxury,Bus,Summer,26688
"Moovarkoil, Kodumbalur",2434,7,7,Standard,Train,Winter,54069
"Gol Gumbaz, Vijayapura",1637,4,2,Standard,Train,Winter,21345
Group of Monuments (WH) Pattadakal,1095,4,5,Luxury,Car,Winter,45366
Charminar,2000,2,2,Standard,Car,Monsoon,15982
"Western Group of Temples, Khajuraho",1514,1,2,Budget,Train,Winter,8493
"The palace situated in the fort, Burhanpur",2306,7,2,Budget,Train,Summer,20198
Warangal,1905,9,1,Luxury,Car,Summer,67309
Suraj Kund,868,3,1,Standard,Car,Summer,13378
Keshava Temple,2060,9,7,Standard,Car,Monsoon,51022
"Gupta Temple & Varah Temple, Deogarh",1174,1,4,Luxury,Bus,Monsoon,8115
"Old Fort, Sholapur",1786,5,4,Luxury,Car,Summer,48226
Sheikh Chilli's Tomb,1575,7,4,Budget,Car,Monsoon,24414
Red Fort,941,7,1,Budget,Train,Summer,12071
Suraj Kund,2128,2,1,Budget,Train,Monsoon,9020
Suraj Kund,1928,2,1,Luxury,Train,Monsoon,15246
"Champaner Monuments, Pavagadh",989,5,4,Standard,Train,Summer,22748
Tomb of Lal Khan,284,3,5,Budget,Bus,Winter,11101
"Avantiswamin Temple, Avantipur, District Pulwama",1117,5,2,Standard,Bus,Summer,18312
mattancherry Palace Museum Kochi,2055,1,4,Standard,Train,Monsoon,10002
Excavated Remains at Nalanda,2208,6,1,Standard,Bus,Monsoon,16612
Ancient Site Bhangarh,2327,1,4,Luxury,Car,Summer,22051
Raigad Fort,2045,6,5,Standard,Car,Monsoon,33670
Temple of Laxman and Old sites including sculptures sirpur,1809,5,1,Budget,Car,Winter,21818
"Group of Monuments, Hampi",2109,5,4,Budget,Car,Monsoon,21764
Ancient Remains on both Udaigiri & Khandagiri Hills,274,7,1,Budget,Train,Monsoon,8212
Tughluqabad,244,9,5,Standard,Train,Summer,40837
Deeg Bhawan,1291,4,2,Budget,Car,Summer,16737
Kondiote Caves,1029,2,3,Luxury,Train,Summer,17917
Dariya Daulath Bagh,1163,7,2,Budget,Train,Summer,16904
"Badal Mahal Gatwway, Chanderi",2364,5,4,Luxury,Car,Monsoon,42225
Bishnupur Temples,1122,4,6,Standard,Bus,Monsoon,17287
"Fort St. Angelo, Kannur",1826,2,5,Budget,Car,Winter,22608
Rani Lakshmi Bai Mahal,1195,5,6,Budget,Train,Winter,26447
Buddhist Caves Kanheri,2307,3,6,Standard,Bus,Summer,20183
Hauzkhas,2428,2,3,Luxury,Train,Summer,21253
"Buddhish Caves, Junagadh",1940,8,3,Standard,Train,Summer,35247
"Group of Temples at kiramchi, District Udhampur",406,9,2,Luxury,Car,Monsoon,49311
Upper Fort Aguada,2051,6,4,Luxury,Bus,Monsoon,38725
Gawilgarh Fort,1346,5,2,Standard,Car,Summer,23974
Mehtab Bagh,2069,1,3,Luxury,Bus,Monsoon,10193
Aga  Khan Palace Building,1927,6,4,Budget,Bus,Winter,24691
Sheikh Chilli's Tomb,2268,5,2,Standard,Car,Monsoon,24906
Sheikh Chilli's Tomb,398,3,4,Budget,Bus,Winter,10523
Mausoleum,1511,8,7,Luxury,Train,Monsoon,59637
"Cave, Temple and Inscriptions, Junaar, Lenyadri",376,1,3,Budget,Train,Monsoon,3719
Ahom Raja's Palace,323,4,5,Budget,Car,Winter,16792
"Kareghar of Ahom Kings, Sibasagar",1842,4,4,Luxury,Train,Monsoon,29741
Roopmati's Pavilion,154,5,2,Budget,Bus,Winter,10543
"Buddhish Caves, Junagadh",758,8,3,Budget,Car,Winter,28008
Jantar Mantar,749,7,7,Luxury,Car,Winter,76763
Sher Shah's Tomb,454,4,7,Standard,Car,Winter,28518
Jantar Mantar,270,8,1,Luxury,Car,Winter,58579
"Buddhish Caves, Junagadh",1963,3,5,Budget,Car,Monsoon,18733
Group of Monuments Mamallapuram,89,4,2,Budget,Train,Monsoon,5559
Bishnudol,328,5,7,Standard,Bus,Winter,32122
"Group of Monuments, Hampi",749,6,6,Budget,Bus,Winter,26976
"Ruined Fort, kangra",1688,6,5,Budget,Car,Monsoon,23846
Bir Singh Palace Datia,2037,6,3,Luxury,Car,Summer,55682
Undavalli caves,1899,2,6,Standard,Bus,Summer,14322
Kumbhalgarh Fort,545,6,4,Luxury,Train,Summer,44997
Rani Jhansi Fort,1872,2,7,Standard,Bus,Summer,15682
Site of Sahet mahet,1633,4,7,Budget,Car,Summer,26815
Khan-I-Khana,1906,9,3,Budget,Bus,Monsoon,20011
Tughluqabad,1964,6,1,Luxury,Car,Winter,56995
Kumbhalgarh Fort,2410,1,2,Luxury,Bus,Summer,11084
Undavalli caves,631,6,4,Budget,Car,Summer,20932
"Western Group of Temples, Khajuraho",1149,7,1,Budget,Car,Winter,21078
Suraj Kund,1617,4,2,Budget,Car,Monsoon,15668
Ruins of Buddhist Temples and Images lalitgiri,1874,2,5,Luxury,Car,Summer,28972
Temple of Laxman and Old sites including sculptures sirpur,1042,1,3,Budget,Bus,Summer,4104
Ellora Caves,439,8,5,Standard,Car,Monsoon,31155
Ellora Caves,940,9,4,Luxury,Car,Winter,85341
Ancient Buddhist Site known as Chaukhandi stupa,932,9,5,Luxury,Train,Monsoon,58936
"Kareghar of Ahom Kings, Sibasagar",644,3,2,Budget,Bus,Winter,8892
Ancient Remains on both Udaigiri & Khandagiri Hills,1974,1,6,Budget,Bus,Summer,9139
Ruins of Buddhist Temples and Images lalitgiri,2215,8,3,Budget,Train,Winter,30731
Observatory of Man Singh,775,5,3,Standard,Train,Monsoon,17464
Tirumalai Nayak's Palace Srivilliputhur,1214,4,6,Luxury,Car,Monsoon,34014
Ancient Palace Leh,1895,8,4,Budget,Train,Monsoon,22379
Red Fort,618,8,2,Standard,Bus,Winter,30132
Metcelf-Hall,567,5,4,Standard,Bus,Summer,21482
"Sun temple, Modhera",2484,2,1,Luxury,Train,Winter,23282
Ancient Buddhist Site known as Chaukhandi stupa,203,7,7,Luxury,Bus,Monsoon,49004
Excavated Remains at sarnath,999,4,4,Luxury,Car,Monsoon,30281
Group of Monuments (WH) Pattadakal,1207,9,1,Standard,Bus,Monsoon,20981
Dariya Daulath Bagh,2355,4,1,Luxury,Train,Summer,31126
Group of Monuments (WH) Pattadakal,711,3,5,Luxury,Train,Winter,29875
"Fort, Palakkad, Palakkad",2078,1,1,Budget,Car,Summer,15524
Pandulena Caves,1970,4,1,Budget,Train,Winter,14240
"Rock-cut Jain Temple, Sittannavasasl",2359,6,1,Standard,Train,Monsoon,18652
Elephanta Caves,1482,4,5,Luxury,Bus,Monsoon,29082
Raigad Fort,92,9,1,Standard,Train,Summer,25096
Hoshang Shah's Tomb,418,5,7,Luxury,Car,Monsoon,37363
Safdarjung Tomb,118,2,3,Budget,Train,Monsoon,5041
Bellary Fort,1234,2,6,Luxury,Train,Winter,25015
Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,324,4,3,Luxury,Bus,Winter,32858
Khan-I-Khana,1064,8,3,Standard,Car,Winter,41458
"Rudabai Step Well, Adalaj",439,9,7,Budget,Bus,Winter,43199
"Palace Complex at Ramnagar, Distt. Udhampur",1923,8,3,Budget,Train,Summer,24868
Qutub Minar,2220,6,2,Standard,Car,Summer,33820
Raigad Fort,112,6,3,Standard,Bus,Summer,21467
"Ruined Fort, kangra",924,6,4,Luxury,Bus,Monsoon,37599
Warangal,1687,6,5,Budget,Bus,Summer,22234
Raigad Fort,2118,2,7,Luxury,Bus,Monsoon,18741
Pandulena Caves,852,4,5,Budget,Car,Winter,22153
Tomb of Lal Khan,110,4,1,Budget,Car,Winter,7031
"Ibrahim Rauza, Bijapur",1621,1,2,Standard,Car,Summer,13988
Palace of Tipu Sultan,186,6,3,Budget,Car,Monsoon,11735
Upper Fort Aguada,2358,7,1,Luxury,Car,Winter,67746
Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,1358,5,7,Budget,Train,Monsoon,20783
"Badal Mahal Gatwway, Chanderi",1474,7,5,Standard,Bus,Winter,40241
"Old Fort (Shahi Fort), Jaunpur",1679,6,6,Budget,Train,Summer,26627
Ancient Site Bhangarh,1723,3,4,Standard,Bus,Winter,19472
Residency Building,2303,7,7,Luxury,Train,Monsoon,54774
Upper Fort Aguada,461,8,3,Budget,Bus,Monsoon,15811
Observatory of Man Singh,2292,8,7,Standard,Bus,Summer,47557
Gawilgarh Fort,1572,6,1,Standard,Bus,Monsoon,15263
"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",1506,5,5,Budget,Car,Winter,29352
"Sun temple, Modhera",1342,5,2,Budget,Car,Monsoon,15053
"Western Group of Temples, Khajuraho",1176,5,1,Budget,Train,Summer,9980
"Fort, Palakkad, Palakkad",300,3,7,Budget,Bus,Monsoon,9945
"Fort St. Angelo, Kannur",1453,9,6,Budget,Bus,Summer,34710
Buddhist Caves Kanheri,2433,9,3,Luxury,Train,Summer,69960
Pandulena Caves,708,2,1,Budget,Car,Monsoon,5391
"Fort on Rock, Dindigual",2154,8,2,Luxury,Train,Winter,68627
Tughluqabad,2389,4,1,Budget,Bus,Winter,12674
The Hill Containing Many Valuable Sculptures and Images Ratnagiri,2432,4,5,Luxury,Train,Summer,38477
Pandulena Caves,52,6,6,Luxury,Car,Winter,58158
Keshava Temple,1957,2,6,Budget,Bus,Monsoon,9699
Palace of Tipu Sultan,768,9,4,Budget,Train,Winter,32357
Purana Qila,1903,7,2,Budget,Car,Summer,25443
"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",632,9,7,Standard,Bus,Winter,57593
"Buddhist Remains on hill top at Guntupalli, W.G.District",1040,3,5,Standard,Train,Summer,17742
Fortress and Temple Chitrudurga Fort,1755,6,3,Budget,Bus,Monsoon,13614
"Old Fort, Sholapur",699,1,2,Standard,Train,Monsoon,4534
"Bekal Fort, Pallikkare, Distt. Kasargod",707,1,6,Standard,Bus,Monsoon,4696
Palace of Tipu Sultan,1202,5,2,Standard,Bus,Monsoon,14900
"Ruined Fort, kangra",1659,7,5,Luxury,Car,Monsoon,53214
"Champaner Monuments, Pavagadh",2057,4,2,Budget,Bus,Summer,12595
Cooch Bihar Palace,1143,5,3,Luxury,Bus,Winter,43350
Temple of Laxman and Old sites including sculptures sirpur,1290,8,6,Luxury,Car,Summer,73418
Tughluqabad,126,6,2,Standard,Car,Summer,19846
Chittaurgarh Fort,1623,4,4,Luxury,Bus,Monsoon,27065
Palace of Tipu Sultan,1524,3,7,Luxury,Bus,Summer,30326
"Fort Museum, Thirumayam",1061,5,3,Standard,Car,Winter,28972
"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",215,8,2,Budget,Car,Monsoon,13742
"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",564,5,5,Budget,Train,Monsoon,13928
"Buddhish Caves, Junagadh",1646,3,3,Standard,Train,Summer,16259
Excavated Remains at sarnath,2308,7,3,Standard,Train,Monsoon,26200
Dariya Daulath Bagh,950,3,5,Standard,Train,Summer,15834
Kalinjar Fort,1788,2,3,Luxury,Train,Winter,23370
Ancient Remains on both Udaigiri & Khandagiri Hills,2374,5,7,Budget,Car,Monsoon,29145
Pandulena Caves,882,7,4,Budget,Car,Winter,29858
"Kolaba Fort, Alibag",703,2,4,Standard,Bus,Monsoon,8097
Gwalior Fort,256,8,6,Standard,Train,Monsoon,32820
"Caves, Temples and inscriptions Karla",1167,2,5,Budget,Train,Winter,13048
"Fort St. Angelo, Kannur",1660,8,4,Luxury,Train,Summer,63183
Ancient Palace Leh,2437,4,7,Standard,Train,Monsoon,23647
"Badal Mahal Gatwway, Chanderi",1004,8,3,Budget,Car,Monsoon,20187
Buddhist Caves,1307,1,7,Luxury,Car,Summer,17823
"Janjira Fort, Murd",934,4,4,Luxury,Bus,Monsoon,26002
Lord Cornwallis Tomb,974,3,6,Luxury,Train,Winter,33142
Hauzkhas,1875,4,2,Standard,Train,Monsoon,14896
Aurangabad Caves,2090,8,4,Luxury,Car,Winter,84523
Rock-cut Temples and Sculptures,1166,8,4,Standard,Car,Summer,40148
Chittaurgarh Fort,1086,4,5,Standard,Train,Monsoon,17963
Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,1929,8,7,Standard,Train,Monsoon,40436
Residency Building,2061,5,6,Standard,Train,Monsoon,26597
Purana Qila,1901,7,1,Budget,Car,Monsoon,18085
"Group of Monuments, Hampi",1512,5,2,Budget,Train,Summer,14231
"Old Fort (Shahi Fort), Jaunpur",1021,8,1,Luxury,Train,Monsoon,42904
Cooch Bihar Palace,1576,7,5,Budget,Bus,Winter,30721
Daulatabad Fort,894,9,7,Standard,Car,Monsoon,43737
"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",1512,7,4,Luxury,Bus,Winter,63868
Undavalli caves,898,1,5,Standard,Car,Summer,10672
"Caves, Temples and inscriptions Karla",319,6,4,Luxury,Bus,Summer,45286
Golconda,269,5,6,Luxury,Car,Summer,42562
Kondiote Caves,2344,8,6,Budget,Train,Winter,43378
"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",436,1,3,Luxury,Bus,Monsoon,7494
"Jaina & Vaishnava Cave, Badami",1200,9,7,Standard,Bus,Winter,60289
Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,2485,2,1,Budget,Bus,Winter,9902
"Remains of Patliputra Site of Mauryan Palace, Kumrahar",960,1,2,Standard,Car,Summer,10048
"Rani Ki-Vav, Patan",1849,7,5,Budget,Bus,Summer,26252
Charminar,771,1,6,Luxury,Bus,Winter,12770
"Old Fort, Sholapur",1244,5,6,Budget,Car,Summer,26075
Bishnudol,192,9,4,Standard,Car,Summer,36707
Ancient Palace Leh,1765,1,1,Budget,Train,Monsoon,6139
"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",1916,2,1,Luxury,Bus,Summer,16398
Rock-cut Temples and Sculptures,121,1,3,Standard,Train,Monsoon,2614
Sultanghari Tomb,2370,1,2,Budget,Bus,Summer,6727
"Temples & Sculpture Shed, lakkumdi",439,6,2,Standard,Bus,Summer,18966
"Gol Gumbaz, Vijayapura",1785,9,1,Luxury,Car,Monsoon,53504
"Western Group of Temples, Khajuraho",1523,8,3,Luxury,Car,Summer,64970
"Gingee Fort , Gingee",1623,7,5,Luxury,Train,Winter,69595
Gwalior Fort,2155,4,2,Budget,Bus,Monsoon,9608
Pandulena Caves,1259,3,6,Luxury,Bus,Winter,31732
"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",1017,8,2,Standard,Car,Summer,31048
"Buddhist Remains on hill top at Guntupalli, W.G.District",233,8,7,Standard,Bus,Summer,43616
"Natural Caven with inscription eladipattam, Sittannavasal",1652,8,6,Standard,Train,Summer,44806
Tughluqabad,201,5,3,Standard,Car,Summer,18526
Red Fort,1760,2,7,Luxury,Train,Monsoon,19217
Shaniwarwada,1761,7,1,Standard,Bus,Winter,26477
Excavated Remains at Nalanda,198,9,4,Budget,Train,Summer,24188
Bishnudol,2391,4,7,Standard,Bus,Summer,26693
Warangal,2167,1,3,Luxury,Car,Monsoon,17080
Tughluqabad,1736,3,2,Standard,Bus,Summer,14124
Palace of Tipu Sultan,241,5,2,Budget,Bus,Monsoon,7451
"Temples & Sculpture Shed, lakkumdi",492,6,5,Budget,Bus,Monsoon,16026
Agra Fort,409,3,6,Luxury,Car,Winter,32156
Baori at Abhaneri,2041,6,4,Standard,Train,Summer,30439
"Moovarkoil, Kodumbalur",1637,9,4,Budget,Car,Winter,40789
Sheikh Chilli's Tomb,2208,1,1,Budget,Car,Winter,18865
Ajanta Caves,1282,6,6,Luxury,Bus,Winter,62153
Lord Cornwallis Tomb,578,6,2,Budget,Bus,Winter,14220
Ruins of Buddhist Temples and Images lalitgiri,478,6,3,Standard,Train,Monsoon,17911
Chandragiri Monument,318,1,7,Budget,Car,Winter,8282
Bellary Fort,456,9,2,Standard,Car,Summer,31044
Excavated Remains at sarnath,439,6,3,Standard,Train,Summer,23170
Kalinjar Fort,1535,7,4,Luxury,Car,Monsoon,49713
Tomb of Rabia Durani (Bibi ka Maqbara),1988,4,4,Luxury,Train,Summer,35310
"Sun temple, Modhera",2460,2,1,Luxury,Bus,Winter,20651
Ancient Palace Leh,2495,5,7,Luxury,Train,Monsoon,42849
"Buddhist Remains on hill top at Guntupalli, W.G.District",1263,4,5,Standard,Bus,Winter,24783
Fatehpur Sikri,807,8,7,Luxury,Car,Summer,74806
"Badal Mahal Gatwway, Chanderi",1011,8,7,Luxury,Car,Winter,89543
"Group of Monuments, Hampi",1531,6,2,Standard,Bus,Summer,21910
Keshava Temple,220,7,5,Standard,Train,Winter,37141
Hauzkhas,2103,2,7,Standard,Bus,Summer,15741
Itimad-ud-Daulah-Tomb,2473,3,2,Luxury,Car,Summer,35910
Ancient Site of Vikramshila Antichak,1008,4,1,Budget,Car,Summer,11677
"Fort Museum, Thirumayam",1266,4,6,Luxury,Car,Summer,41007
Fatehpur Sikri,1466,7,6,Budget,Train,Summer,29057
"Rudabai Step Well, Adalaj",1864,3,5,Luxury,Bus,Monsoon,22408
"Fort on Rock, Dindigual",2378,2,5,Luxury,Bus,Winter,24489
Bellary Fort,655,7,7,Budget,Bus,Winter,35231
Bishnudol,2145,2,2,Luxury,Car,Monsoon,22913
"Ruined Fort, kangra",1521,2,4,Budget,Train,Winter,11614
Ancient Remains on both Udaigiri & Khandagiri Hills,833,1,3,Standard,Car,Summer,8533
"Caves, Temples and inscriptions Karla",2359,9,4,Luxury,Car,Monsoon,65771
"Buddhist Monuments, Sanchi",125,4,7,Standard,Train,Winter,25663
Group of Monuments Mamallapuram,640,8,7,Luxury,Car,Monsoon,60851
Cooch Bihar Palace,941,1,7,Budget,Bus,Summer,5879
"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",139,4,4,Standard,Bus,Monsoon,12555
Sheikh Chilli's Tomb,975,7,6,Standard,Car,Summer,40848
Deeg Bhawan,1454,5,5,Luxury,Car,Monsoon,40586
Observatory of Man Singh,510,5,5,Luxury,Car,Summer,42879
"Fort, Palakkad, Palakkad",887,4,2,Standard,Train,Summer,15526
Suraj Kund,94,3,7,Standard,Bus,Monsoon,13228
Upper Fort Aguada,2318,4,6,Luxury,Bus,Monsoon,31092
"The palace situated in the fort, Burhanpur",2336,9,4,Budget,Train,Winter,38120
Shaniwarwada,327,4,5,Standard,Bus,Winter,21688
Humayun Tomb,1680,7,4,Luxury,Train,Winter,67184
Ancient Palace Leh,212,9,5,Budget,Car,Monsoon,24724
"Rock-cut Jain Temple, Sittannavasasl",1907,4,2,Standard,Train,Summer,19830
"Buddhist Remains on hill top at Guntupalli, W.G.District",65,7,5,Luxury,Car,Summer,54565
Charminar,390,4,7,Standard,Car,Winter,28299
"Janjira Fort, Murd",1421,1,7,Budget,Train,Monsoon,7755
Humayun Tomb,1181,3,2,Luxury,Train,Monsoon,19472
Piprahwa & Ganwaria,244,1,6,Standard,Bus,Winter,7083
"Fort on Rock, Dindigual",1669,6,4,Budget,Bus,Winter,22892
"Buddhist Monuments, Sanchi",857,1,5,Budget,Train,Winter,6674
Ancient Buddhist Site known as Chaukhandi stupa,234,4,2,Luxury,Car,Summer,26729
"Cave, Temple and Inscriptions, Junaar, Lenyadri",2109,8,1,Standard,Bus,Winter,31720
Excavated Remains at sarnath,109,2,1,Luxury,Train,Monsoon,10693
"Group of Monuments, Hampi",1151,2,5,Luxury,Bus,Summer,18132
mattancherry Palace Museum Kochi,1942,2,6,Standard,Train,Winter,19880
Fort Vattakottai,1758,4,6,Standard,Car,Summer,31671
Kondiote Caves,213,4,2,Standard,Car,Monsoon,10979
Jantar Mantar,172,5,4,Budget,Car,Winter,18097
Amaravati mahastupa,961,1,5,Luxury,Train,Summer,11935
Caves 1 t0 20 Udaygiri Vidisha,1873,1,1,Standard,Car,Winter,18915
Jantar Mantar,421,7,3,Standard,Car,Monsoon,22567
"Moovarkoil, Kodumbalur",1428,1,4,Luxury,Train,Winter,13728
"Rock-cut Jain Temple, Sittannavasasl",985,4,3,Budget,Bus,Summer,10622
"Janjira Fort, Murd",2035,5,4,Luxury,Bus,Monsoon,33273
Shaniwarwada,657,7,7,Standard,Car,Summer,40679
